# Traversio public API baseline
# Generated with: swift package dump-symbol-graph --minimum-access-level public --skip-synthesized-members
# Format: kind<TAB>path<TAB>precise-symbol-id<TAB>declaration
swift.init	SSHAuthenticationMethodDiscoveryResult.init(username:serviceName:availableMethods:partialSuccess:allowsUnauthenticatedAccess:banners:)	s:9Traversio38SSHAuthenticationMethodDiscoveryResultV8username11serviceName16availableMethods14partialSuccess27allowsUnauthenticatedAccess7bannersACSS_SSSaySSGS2bSayAA0B6BannerVGtcfc	init(username: String, serviceName: String, availableMethods: [String], partialSuccess: Bool, allowsUnauthenticatedAccess: Bool, banners: [SSHAuthenticationBanner] = [])
swift.property	SSHAuthenticationMethodDiscoveryResult.partialSuccess	s:9Traversio38SSHAuthenticationMethodDiscoveryResultV14partialSuccessSbvp	let partialSuccess: Bool
swift.property	SSHAuthenticationMethodDiscoveryResult.serviceName	s:9Traversio38SSHAuthenticationMethodDiscoveryResultV11serviceNameSSvp	let serviceName: String
swift.property	SSHAuthenticationMethodDiscoveryResult.username	s:9Traversio38SSHAuthenticationMethodDiscoveryResultV8usernameSSvp	let username: String
swift.enum	SSHAuthenticationMethodError	s:9Traversio28SSHAuthenticationMethodErrorO	enum SSHAuthenticationMethodError
swift.enum.case	SSHAuthenticationMethodError.emptyPublicKeyAuthenticationAlgorithmList	s:9Traversio28SSHAuthenticationMethodErrorO41emptyPublicKeyAuthenticationAlgorithmListyA2CmF	case emptyPublicKeyAuthenticationAlgorithmList
swift.enum.case	SSHAuthenticationMethodError.emptyPublicKeyAuthenticationPublicKey	s:9Traversio28SSHAuthenticationMethodErrorO028emptyPublicKeyAuthenticationfG0yA2CmF	case emptyPublicKeyAuthenticationPublicKey
swift.enum.case	SSHAuthenticationMethodError.encryptedLegacyPrivateKeyPEMUnsupported(_:)	s:9Traversio28SSHAuthenticationMethodErrorO39encryptedLegacyPrivateKeyPEMUnsupportedyACSScACmF	case encryptedLegacyPrivateKeyPEMUnsupported(String)
swift.property	SSHAuthenticationMethodError.errorDescription	s:9Traversio28SSHAuthenticationMethodErrorO16errorDescriptionSSSgvp	var errorDescription: String? { get }
swift.enum.case	SSHAuthenticationMethodError.incorrectLegacyPrivateKeyPEMPassphrase(_:)	s:9Traversio28SSHAuthenticationMethodErrorO38incorrectLegacyPrivateKeyPEMPassphraseyACSScACmF	case incorrectLegacyPrivateKeyPEMPassphrase(String)
swift.enum.case	SSHAuthenticationMethodError.incorrectOpenSSHPrivateKeyPassphrase	s:9Traversio28SSHAuthenticationMethodErrorO36incorrectOpenSSHPrivateKeyPassphraseyA2CmF	case incorrectOpenSSHPrivateKeyPassphrase
swift.enum.case	SSHAuthenticationMethodError.invalidKeyboardInteractiveResponseCount(expected:received:)	s:9Traversio28SSHAuthenticationMethodErrorO39invalidKeyboardInteractiveResponseCountyACSi_SitcACmF	case invalidKeyboardInteractiveResponseCount(expected: Int, received: Int)
swift.enum.case	SSHAuthenticationMethodError.invalidOpenSSHPrivateKey	s:9Traversio28SSHAuthenticationMethodErrorO24invalidOpenSSHPrivateKeyyA2CmF	case invalidOpenSSHPrivateKey
swift.enum.case	SSHAuthenticationMethodError.invalidOpenSSHPrivateKeyPEM	s:9Traversio28SSHAuthenticationMethodErrorO27invalidOpenSSHPrivateKeyPEMyA2CmF	case invalidOpenSSHPrivateKeyPEM
swift.enum.case	SSHAuthenticationMethodError.invalidOpenSSHRSAKeyBitCount(_:)	s:9Traversio28SSHAuthenticationMethodErrorO28invalidOpenSSHRSAKeyBitCountyACSicACmF	case invalidOpenSSHRSAKeyBitCount(Int)
swift.enum.case	SSHAuthenticationMethodError.invalidPrivateKeyPEM	s:9Traversio28SSHAuthenticationMethodErrorO20invalidPrivateKeyPEMyA2CmF	case invalidPrivateKeyPEM
swift.enum.case	SSHAuthenticationMethodError.invalidRSAPrivateKeyPEM	s:9Traversio28SSHAuthenticationMethodErrorO23invalidRSAPrivateKeyPEMyA2CmF	case invalidRSAPrivateKeyPEM
swift.enum.case	SSHAuthenticationMethodError.missingLegacyPrivateKeyPEMPassphrase(_:)	s:9Traversio28SSHAuthenticationMethodErrorO36missingLegacyPrivateKeyPEMPassphraseyACSScACmF	case missingLegacyPrivateKeyPEMPassphrase(String)
swift.enum.case	SSHAuthenticationMethodError.missingOpenSSHPrivateKeyPassphrase	s:9Traversio28SSHAuthenticationMethodErrorO34missingOpenSSHPrivateKeyPassphraseyA2CmF	case missingOpenSSHPrivateKeyPassphrase
swift.enum.case	SSHAuthenticationMethodError.unsupportedLegacyPrivateKeyPEMCipher(_:)	s:9Traversio28SSHAuthenticationMethodErrorO36unsupportedLegacyPrivateKeyPEMCipheryACSScACmF	case unsupportedLegacyPrivateKeyPEMCipher(String)
swift.enum.case	SSHAuthenticationMethodError.unsupportedOpenSSHPrivateKeyCipher(_:)	s:9Traversio28SSHAuthenticationMethodErrorO34unsupportedOpenSSHPrivateKeyCipheryACSScACmF	case unsupportedOpenSSHPrivateKeyCipher(String)
swift.enum.case	SSHAuthenticationMethodError.unsupportedOpenSSHPrivateKeyCount(_:)	s:9Traversio28SSHAuthenticationMethodErrorO33unsupportedOpenSSHPrivateKeyCountyACs6UInt32VcACmF	case unsupportedOpenSSHPrivateKeyCount(UInt32)
swift.enum.case	SSHAuthenticationMethodError.unsupportedOpenSSHPrivateKeyKDF(_:)	s:9Traversio28SSHAuthenticationMethodErrorO31unsupportedOpenSSHPrivateKeyKDFyACSScACmF	case unsupportedOpenSSHPrivateKeyKDF(String)
swift.enum.case	SSHAuthenticationMethodError.unsupportedOpenSSHPrivateKeyType(_:)	s:9Traversio28SSHAuthenticationMethodErrorO32unsupportedOpenSSHPrivateKeyTypeyACSScACmF	case unsupportedOpenSSHPrivateKeyType(String)
swift.enum.case	SSHAuthenticationMethodError.unsupportedPrivateKeyPEMType(_:)	s:9Traversio28SSHAuthenticationMethodErrorO28unsupportedPrivateKeyPEMTypeyACSScACmF	case unsupportedPrivateKeyPEMType(String)
swift.struct	SSHAutomaticRekeyPolicy	s:9Traversio23SSHAutomaticRekeyPolicyV	struct SSHAutomaticRekeyPolicy
swift.type.property	SSHAutomaticRekeyPolicy.currentProfileDefault	s:9Traversio23SSHAutomaticRekeyPolicyV21currentProfileDefaultACvpZ	static let currentProfileDefault: SSHAutomaticRekeyPolicy
swift.type.property	SSHAutomaticRekeyPolicy.disabled	s:9Traversio23SSHAutomaticRekeyPolicyV8disabledACvpZ	static let disabled: SSHAutomaticRekeyPolicy
swift.property	SSHAutomaticRekeyPolicy.idleTimeInterval	s:9Traversio23SSHAutomaticRekeyPolicyV16idleTimeIntervalSdSgvp	let idleTimeInterval: TimeInterval?
swift.property	SSHAutomaticRekeyPolicy.inboundPacketThreshold	s:9Traversio23SSHAutomaticRekeyPolicyV22inboundPacketThresholds6UInt64VSgvp	let inboundPacketThreshold: UInt64?
swift.init	SSHAutomaticRekeyPolicy.init(outboundPacketThreshold:inboundPacketThreshold:idleTimeInterval:)	s:9Traversio23SSHAutomaticRekeyPolicyV23outboundPacketThreshold07inboundfG016idleTimeIntervalACs6UInt64VSg_AISdSgtcfc	init(outboundPacketThreshold: UInt64?, inboundPacketThreshold: UInt64?, idleTimeInterval: TimeInterval? = nil)
swift.property	SSHAutomaticRekeyPolicy.outboundPacketThreshold	s:9Traversio23SSHAutomaticRekeyPolicyV23outboundPacketThresholds6UInt64VSgvp	let outboundPacketThreshold: UInt64?
swift.protocol	SSHCallbackFailureDiagnosticProviding	s:9Traversio37SSHCallbackFailureDiagnosticProvidingP	protocol SSHCallbackFailureDiagnosticProviding : Error
swift.property	SSHCallbackFailureDiagnosticProviding.sshCallbackFailureDiagnosticCode	s:9Traversio37SSHCallbackFailureDiagnosticProvidingP011sshCallbackcD4CodeSSvp	var sshCallbackFailureDiagnosticCode: String { get }
swift.property	SSHCallbackFailureDiagnosticProviding.sshCallbackFailureDiagnosticSummary	s:9Traversio37SSHCallbackFailureDiagnosticProvidingP011sshCallbackcD7SummarySSSgvp	var sshCallbackFailureDiagnosticSummary: String? { get }
swift.property	SSHCallbackFailureDiagnosticProviding.sshCallbackFailureDiagnosticSummary	s:9Traversio37SSHCallbackFailureDiagnosticProvidingPAAE011sshCallbackcD7SummarySSSgvp	var sshCallbackFailureDiagnosticSummary: String? { get }
swift.struct	SSHChannelWindowSnapshot	s:9Traversio24SSHChannelWindowSnapshotV	struct SSHChannelWindowSnapshot
swift.init	SSHChannelWindowSnapshot.init(localChannelID:remoteChannelID:receiveWindowByteCount:receiveInitialWindowByteCount:sendWindowByteCount:sendInitialWindowByteCount:sendMaximumPacketByteCount:)	s:9Traversio24SSHChannelWindowSnapshotV14localChannelID06remotefG007receiveC9ByteCount0i7InitialcjK004sendcjK00mlcjK00m13MaximumPacketjK0ACs6UInt32V_A6Ltcfc	init(localChannelID: UInt32, remoteChannelID: UInt32, receiveWindowByteCount: UInt32, receiveInitialWindowByteCount: UInt32, sendWindowByteCount: UInt32, sendInitialWindowByteCount: UInt32, sendMaximumPacketByteCount: UInt32)
swift.property	SSHChannelWindowSnapshot.localChannelID	s:9Traversio24SSHChannelWindowSnapshotV14localChannelIDs6UInt32Vvp	let localChannelID: UInt32
swift.property	SSHChannelWindowSnapshot.receiveInitialWindowByteCount	s:9Traversio24SSHChannelWindowSnapshotV014receiveInitialC9ByteCounts6UInt32Vvp	let receiveInitialWindowByteCount: UInt32
swift.property	SSHChannelWindowSnapshot.receiveWindowByteCount	s:9Traversio24SSHChannelWindowSnapshotV07receiveC9ByteCounts6UInt32Vvp	let receiveWindowByteCount: UInt32
swift.property	SSHChannelWindowSnapshot.remoteChannelID	s:9Traversio24SSHChannelWindowSnapshotV15remoteChannelIDs6UInt32Vvp	let remoteChannelID: UInt32
swift.property	SSHChannelWindowSnapshot.sendInitialWindowByteCount	s:9Traversio24SSHChannelWindowSnapshotV011sendInitialC9ByteCounts6UInt32Vvp	let sendInitialWindowByteCount: UInt32
swift.property	SSHChannelWindowSnapshot.sendMaximumPacketByteCount	s:9Traversio24SSHChannelWindowSnapshotV26sendMaximumPacketByteCounts6UInt32Vvp	let sendMaximumPacketByteCount: UInt32
swift.property	SSHChannelWindowSnapshot.sendWindowByteCount	s:9Traversio24SSHChannelWindowSnapshotV04sendC9ByteCounts6UInt32Vvp	let sendWindowByteCount: UInt32
swift.enum	SSHClient	s:9Traversio9SSHClientO	enum SSHClient
swift.type.method	SSHClient.connect(configuration:)	s:9Traversio9SSHClientO7connect13configurationAA13SSHConnectionVAA0B13ConfigurationV_tYaKFZ	static func connect(configuration: SSHClientConfiguration) async throws -> SSHConnection
swift.type.method	SSHClient.connect(configuration:logHandler:)	s:9Traversio9SSHClientO7connect13configuration10logHandlerAA13SSHConnectionVAA0B13ConfigurationV_AA0b3LogF0VtYaKFZ	static func connect(configuration: SSHClientConfiguration, logHandler: SSHClientLogHandler) async throws -> SSHConnection
swift.type.method	SSHClient.discoverAuthenticationMethods(configuration:)	s:9Traversio9SSHClientO29discoverAuthenticationMethods13configurationAA38SSHAuthenticationMethodDiscoveryResultVAA0ghI13ConfigurationV_tYaKFZ	static func discoverAuthenticationMethods(configuration: SSHAuthenticationMethodDiscoveryConfiguration) async throws -> SSHAuthenticationMethodDiscoveryResult
swift.type.method	SSHClient.discoverAuthenticationMethods(configuration:logHandler:)	s:9Traversio9SSHClientO29discoverAuthenticationMethods13configuration10logHandlerAA38SSHAuthenticationMethodDiscoveryResultVAA0ijK13ConfigurationV_AA0b3LogH0VtYaKFZ	static func discoverAuthenticationMethods(configuration: SSHAuthenticationMethodDiscoveryConfiguration, logHandler: SSHClientLogHandler) async throws -> SSHAuthenticationMethodDiscoveryResult
swift.type.method	SSHClient.measurePortLatency(configuration:options:logHandler:)	s:9Traversio9SSHClientO18measurePortLatency13configuration7options10logHandlerAA07SSHPortE6ReportVAA0B13ConfigurationV_AA0jE7OptionsVAA0b3LogI0VtYaKFZ	static func measurePortLatency(configuration: SSHClientConfiguration, options: SSHPortLatencyOptions = .init(), logHandler: SSHClientLogHandler = .disabled) async throws -> SSHPortLatencyReport
swift.type.method	SSHClient.measurePortLatency(host:port:connectionProxy:proxyJumpHosts:options:logHandler:)	s:9Traversio9SSHClientO18measurePortLatency4host4port15connectionProxy14proxyJumpHosts7options10logHandlerAA07SSHPortE6ReportVSS_s6UInt16VAA013SSHConnectionI0OSgSayAA08SSHProxyK4HostVGAA0pE7OptionsVAA0b3LogO0VtYaKFZ	static func measurePortLatency(host: String, port: UInt16 = 22, connectionProxy: SSHConnectionProxy? = nil, proxyJumpHosts: [SSHProxyJumpHost] = [], options: SSHPortLatencyOptions = .init(), logHandler: SSHClientLogHandler = .disabled) async throws -> SSHPortLatencyReport
swift.type.method	SSHClient.measurePortLatency(host:port:options:)	s:9Traversio9SSHClientO18measurePortLatency4host4port7optionsAA07SSHPortE6ReportVSS_s6UInt16VAA0iE7OptionsVtYaKFZ	static func measurePortLatency(host: String, port: UInt16 = 22, options: SSHPortLatencyOptions = .init()) async throws -> SSHPortLatencyReport
swift.type.method	SSHClient.withConnection(configuration:_:)	s:9Traversio9SSHClientO14withConnection13configuration_xAA0B13ConfigurationV_xAA13SSHConnectionVYaKctYaKlFZ	static func withConnection<Result>(configuration: SSHClientConfiguration, _ body: @escaping (SSHConnection) async throws -> Result) async throws -> Result
swift.type.method	SSHClient.withConnection(configuration:logHandler:_:)	s:9Traversio9SSHClientO14withConnection13configuration10logHandler_xAA0B13ConfigurationV_AA0b3LogG0VxAA13SSHConnectionVYaKctYaKlFZ	static func withConnection<Result>(configuration: SSHClientConfiguration, logHandler: SSHClientLogHandler, _ body: @escaping (SSHConnection) async throws -> Result) async throws -> Result
swift.struct	SSHClientConfiguration	s:9Traversio22SSHClientConfigurationV	struct SSHClientConfiguration
swift.property	SSHClientConfiguration.authentication	s:9Traversio22SSHClientConfigurationV14authenticationAA23SSHAuthenticationMethodOvp	var authentication: SSHAuthenticationMethod { get }
swift.property	SSHClientConfiguration.authenticationMethods	s:9Traversio22SSHClientConfigurationV21authenticationMethodsSayAA23SSHAuthenticationMethodOGvp	let authenticationMethods: [SSHAuthenticationMethod]
swift.property	SSHClientConfiguration.automaticRekeyPolicy	s:9Traversio22SSHClientConfigurationV20automaticRekeyPolicyAA012SSHAutomaticeF0Vvp	let automaticRekeyPolicy: SSHAutomaticRekeyPolicy
swift.property	SSHClientConfiguration.compressionPreference	s:9Traversio22SSHClientConfigurationV21compressionPreferenceAA014SSHCompressionE0Ovp	let compressionPreference: SSHCompressionPreference
swift.property	SSHClientConfiguration.connectionProxy	s:9Traversio22SSHClientConfigurationV15connectionProxyAA013SSHConnectionE0OSgvp	let connectionProxy: SSHConnectionProxy?
swift.property	SSHClientConfiguration.host	s:9Traversio22SSHClientConfigurationV4hostSSvp	let host: String
swift.property	SSHClientConfiguration.hostKeyPolicy	s:9Traversio22SSHClientConfigurationV13hostKeyPolicyAA07SSHHosteF0Vvp	let hostKeyPolicy: SSHHostKeyPolicy
swift.init	SSHClientConfiguration.init(host:port:username:authentication:hostKeyPolicy:compressionPreference:legacyAlgorithmOptions:automaticRekeyPolicy:keepalivePolicy:timeoutPolicy:connectionProxy:proxyJumpHosts:)	s:9Traversio22SSHClientConfigurationV4host4port8username14authentication0D9KeyPolicy21compressionPreference22legacyAlgorithmOptions014automaticRekeyI009keepaliveI007timeoutI015connectionProxy14proxyJumpHostsACSS_s6UInt16VSSAA23SSHAuthenticationMethodOAA07SSHHosthI0VAA014SSHCompressionK0OAA09SSHLegacymN0VAA012SSHAutomaticpI0VAA012SSHKeepaliveI0VAA010SSHTimeoutI0VAA013SSHConnectionT0OSgSayAA08SSHProxyV4HostVGtcfc	init(host: String, port: UInt16 = 22, username: String, authentication: SSHAuthenticationMethod, hostKeyPolicy: SSHHostKeyPolicy, compressionPreference: SSHCompressionPreference = .disabled, legacyAlgorithmOptions: SSHLegacyAlgorithmOptions = .disabled, automaticRekeyPolicy: SSHAutomaticRekeyPolicy = .currentProfileDefault, keepalivePolicy: SSHKeepalivePolicy = .disabled, timeoutPolicy: SSHTimeoutPolicy = .currentProfileDefault, connectionProxy: SSHConnectionProxy? = nil, proxyJumpHosts: [SSHProxyJumpHost] = [])
swift.init	SSHClientConfiguration.init(host:port:username:authenticationMethods:hostKeyPolicy:compressionPreference:legacyAlgorithmOptions:automaticRekeyPolicy:keepalivePolicy:timeoutPolicy:connectionProxy:proxyJumpHosts:)	s:9Traversio22SSHClientConfigurationV4host4port8username21authenticationMethods0D9KeyPolicy21compressionPreference22legacyAlgorithmOptions014automaticRekeyJ009keepaliveJ007timeoutJ015connectionProxy14proxyJumpHostsACSS_s6UInt16VSSSayAA23SSHAuthenticationMethodOGAA07SSHHostiJ0VAA014SSHCompressionL0OAA09SSHLegacynO0VAA012SSHAutomaticqJ0VAA012SSHKeepaliveJ0VAA010SSHTimeoutJ0VAA013SSHConnectionU0OSgSayAA08SSHProxyW4HostVGtcfc	init(host: String, port: UInt16 = 22, username: String, authenticationMethods: [SSHAuthenticationMethod], hostKeyPolicy: SSHHostKeyPolicy, compressionPreference: SSHCompressionPreference = .disabled, legacyAlgorithmOptions: SSHLegacyAlgorithmOptions = .disabled, automaticRekeyPolicy: SSHAutomaticRekeyPolicy = .currentProfileDefault, keepalivePolicy: SSHKeepalivePolicy = .disabled, timeoutPolicy: SSHTimeoutPolicy = .currentProfileDefault, connectionProxy: SSHConnectionProxy? = nil, proxyJumpHosts: [SSHProxyJumpHost] = [])
swift.property	SSHClientConfiguration.keepalivePolicy	s:9Traversio22SSHClientConfigurationV15keepalivePolicyAA012SSHKeepaliveE0Vvp	let keepalivePolicy: SSHKeepalivePolicy
swift.property	SSHClientConfiguration.legacyAlgorithmOptions	s:9Traversio22SSHClientConfigurationV22legacyAlgorithmOptionsAA09SSHLegacyeF0Vvp	let legacyAlgorithmOptions: SSHLegacyAlgorithmOptions
swift.property	SSHClientConfiguration.port	s:9Traversio22SSHClientConfigurationV4ports6UInt16Vvp	let port: UInt16
swift.property	SSHClientConfiguration.proxyJumpHosts	s:9Traversio22SSHClientConfigurationV14proxyJumpHostsSayAA08SSHProxyE4HostVGvp	let proxyJumpHosts: [SSHProxyJumpHost]
swift.property	SSHClientConfiguration.supportedAlgorithms	s:9Traversio22SSHClientConfigurationV19supportedAlgorithmsAA012SSHSupportedE0Vvp	var supportedAlgorithms: SSHSupportedAlgorithms { get }
swift.property	SSHClientConfiguration.timeoutPolicy	s:9Traversio22SSHClientConfigurationV13timeoutPolicyAA010SSHTimeoutE0Vvp	let timeoutPolicy: SSHTimeoutPolicy
swift.property	SSHClientConfiguration.username	s:9Traversio22SSHClientConfigurationV8usernameSSvp	let username: String
swift.enum	SSHClientError	s:9Traversio14SSHClientErrorO	enum SSHClientError
swift.enum.case	SSHClientError.authenticationRejected(methodName:availableMethods:partialSuccess:banners:)	s:9Traversio14SSHClientErrorO22authenticationRejectedyACSS_SaySSGSbSayAA23SSHAuthenticationBannerVGtcACmF	case authenticationRejected(methodName: String, availableMethods: [String], partialSuccess: Bool, banners: [SSHAuthenticationBanner] = [])
swift.enum.case	SSHClientError.connectionFailed(_:)	s:9Traversio14SSHClientErrorO16connectionFailedyAcA20SSHConnectionFailureVcACmF	case connectionFailed(SSHConnectionFailure)
swift.enum.case	SSHClientError.connectionScopeEnded	s:9Traversio14SSHClientErrorO20connectionScopeEndedyA2CmF	case connectionScopeEnded
swift.enum.case	SSHClientError.operationFailed(_:)	s:9Traversio14SSHClientErrorO15operationFailedyAcA19SSHOperationFailureVcACmF	case operationFailed(SSHOperationFailure)
swift.enum.case	SSHClientError.passwordChangeRequired(prompt:languageTag:banners:)	s:9Traversio14SSHClientErrorO22passwordChangeRequiredyACSS_SSSayAA23SSHAuthenticationBannerVGtcACmF	case passwordChangeRequired(prompt: String, languageTag: String = "", banners: [SSHAuthenticationBanner] = [])
swift.enum	SSHClientLogCategory	s:9Traversio20SSHClientLogCategoryO	enum SSHClientLogCategory
swift.enum.case	SSHClientLogCategory.authentication	s:9Traversio20SSHClientLogCategoryO14authenticationyA2CmF	case authentication
swift.enum.case	SSHClientLogCategory.connection	s:9Traversio20SSHClientLogCategoryO10connectionyA2CmF	case connection
swift.enum.case	SSHClientLogCategory.forwarding	s:9Traversio20SSHClientLogCategoryO10forwardingyA2CmF	case forwarding
swift.init	SSHClientLogCategory.init(rawValue:)	s:9Traversio20SSHClientLogCategoryO8rawValueACSgSS_tcfc	init?(rawValue: String)
swift.enum.case	SSHClientLogCategory.session	s:9Traversio20SSHClientLogCategoryO7sessionyA2CmF	case session
swift.enum.case	SSHClientLogCategory.sftp	s:9Traversio20SSHClientLogCategoryO4sftpyA2CmF	case sftp
swift.enum.case	SSHClientLogCategory.transport	s:9Traversio20SSHClientLogCategoryO9transportyA2CmF	case transport
swift.struct	SSHClientLogEvent	s:9Traversio17SSHClientLogEventV	struct SSHClientLogEvent
